,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber,carrier
323,name324,lastname324,Male,July,21,1998,BS Management Engineering,+63 918 788 7131,Smart
324,name325,lastname325,Female,March,24,1998,BS Management Engineering,+63 917 557 5935,Globe
325,name326,lastname326,Female,February,24,2000,BS Communications Technology Management,+63 918 561 3677,Smart
326,name327,lastname327,Male,July,16,1997,BS IT Entrepreneurship,+63 917 604 7756,Globe
327,name328,lastname328,Female,June,1,1999,BS IT Entrepreneurship,+63 917 992 5461,Globe
328,name329,lastname329,Female,December,5,1997,BS IT Entrepreneurship,+63 918 451 8833,Smart
329,name330,lastname330,Male,July,3,1998,BS IT Entrepreneurship,+63 918 158 9284,Smart
330,name331,lastname331,Female,January,26,1998,BS Management,+63 927 146 5990,Globe
331,name332,lastname332,Female,April,18,1999,BS Legal Management,+63 918 299 4084,Smart
332,name333,lastname333,Male,June,17,2000,BS Communications Technology Management,+63 927 779 3123,Globe
333,name334,lastname334,Male,January,2,1998,BS Legal Management,+63 927 182 1332,Globe
334,name335,lastname335,Female,May,21,1999,BS Communications Technology Management,+63 918 169 5036,Smart
335,name336,lastname336,Male,April,11,1999,BS IT Entrepreneurship,+63 918 152 3167,Smart
336,name337,lastname337,Male,December,8,1998,BS Management,+63 927 503 8110,Globe
337,name338,lastname338,Male,September,20,2001,BS Communications Technology Management,+63 927 746 2862,Globe
338,name339,lastname339,Female,April,22,2000,BS IT Entrepreneurship,+63 918 233 2323,Smart
339,name340,lastname340,Female,June,4,1999,BS Legal Management,+63 917 685 3086,Globe
340,name341,lastname341,Female,August,22,1999,BS Management,+63 917 949 6688,Globe
341,name342,lastname342,Male,July,2,1999,BS Management,+63 917 306 7389,Globe
342,name343,lastname343,Male,December,18,1998,BS Legal Management,+63 917 431 1238,Globe
343,name344,lastname344,Male,July,13,2000,BS IT Entrepreneurship,+63 918 185 7288,Smart
344,name345,lastname345,Male,April,19,1999,BS IT Entrepreneurship,+63 918 269 8208,Smart
345,name346,lastname346,Female,July,19,2000,BS IT Entrepreneurship,+63 917 816 8886,Globe
346,name347,lastname347,Male,March,21,1998,BS IT Entrepreneurship,+63 918 386 4602,Smart
347,name348,lastname348,Female,January,13,1997,BS IT Entrepreneurship,+63 917 728 4754,Globe
348,name349,lastname349,Female,February,18,1999,BS Management Engineering,+63 918 636 8281,Smart
349,name350,lastname350,Male,September,17,1997,BS Management Engineering,+63 917 301 6396,Globe
350,name351,lastname351,Female,December,21,1997,BS Legal Management,+63 917 683 8576,Globe
351,name352,lastname352,Male,February,28,1997,BS Management,+63 917 897 3550,Globe
352,name353,lastname353,Female,June,11,2001,BS Communications Technology Management,+63 927 205 9262,Globe
353,name354,lastname354,Female,February,16,1997,BS IT Entrepreneurship,+63 918 120 1113,Smart
354,name355,lastname355,Female,April,1,1999,BS Communications Technology Management,+63 927 831 9943,Globe
355,name356,lastname356,Male,July,26,2001,BS Management,+63 918 111 2365,Smart
356,name357,lastname357,Male,August,5,1997,BS Communications Technology Management,+63 927 733 6775,Globe
357,name358,lastname358,Female,August,17,1999,BS IT Entrepreneurship,+63 917 354 8160,Globe
358,name359,lastname359,Female,December,18,2000,BS Management,+63 927 612 3910,Globe
359,name360,lastname360,Male,May,11,1999,BS Management,+63 927 228 4106,Globe
360,name361,lastname361,Male,February,9,2001,BS Legal Management,+63 918 211 1764,Smart
361,name362,lastname362,Male,September,27,2001,BS Management Engineering,+63 917 340 3848,Globe
362,name363,lastname363,Male,October,21,1997,BS Management,+63 927 317 3533,Globe
363,name364,lastname364,Female,January,8,1997,BS Management,+63 927 592 8138,Globe
364,name365,lastname365,Female,July,6,1999,BS Management Engineering,+63 917 102 3528,Globe
365,name366,lastname366,Male,November,13,1997,BS IT Entrepreneurship,+63 918 384 3861,Smart
366,name367,lastname367,Male,May,15,1998,BS IT Entrepreneurship,+63 917 277 1823,Globe
367,name368,lastname368,Male,June,22,2000,BS IT Entrepreneurship,+63 927 594 7966,Globe
368,name369,lastname369,Male,March,1,2000,BS Management Engineering,+63 927 195 7539,Globe
369,name370,lastname370,Female,September,3,2001,BS IT Entrepreneurship,+63 927 126 8314,Globe
370,name371,lastname371,Female,January,26,1998,BS Legal Management,+63 927 788 6832,Globe
371,name372,lastname372,Female,August,25,1997,BS Communications Technology Management,+63 917 768 3190,Globe
372,name373,lastname373,Male,April,4,1998,BS Communications Technology Management,+63 927 499 8056,Globe
373,name374,lastname374,Male,March,6,1998,BS Communications Technology Management,+63 917 196 2990,Globe
374,name375,lastname375,Male,August,21,1999,BS IT Entrepreneurship,+63 918 187 3716,Smart
375,name376,lastname376,Male,April,24,1998,BS Management Engineering,+63 917 691 7182,Globe
376,name377,lastname377,Female,February,9,1998,BS IT Entrepreneurship,+63 927 256 3795,Globe
377,name378,lastname378,Male,December,5,1999,BS Communications Technology Management,+63 927 176 7320,Globe
378,name379,lastname379,Male,January,26,1997,BS Communications Technology Management,+63 927 360 1774,Globe
379,name380,lastname380,Female,March,12,1998,BS Management,+63 927 990 1362,Globe
380,name381,lastname381,Female,November,21,1998,BS Management,+63 918 334 8614,Smart
381,name382,lastname382,Female,June,14,1999,BS IT Entrepreneurship,+63 917 688 8237,Globe
382,name383,lastname383,Female,July,27,1999,BS Management Engineering,+63 927 547 7228,Globe
383,name384,lastname384,Male,February,6,1997,BS Legal Management,+63 927 731 1675,Globe
384,name385,lastname385,Male,September,18,1998,BS Legal Management,+63 918 389 8961,Smart
385,name386,lastname386,Female,October,6,1999,BS Management Engineering,+63 927 568 4260,Globe
386,name387,lastname387,Female,June,16,1999,BS Management,+63 927 477 1635,Globe
387,name388,lastname388,Female,January,2,2000,BS IT Entrepreneurship,+63 917 261 6867,Globe
388,name389,lastname389,Female,September,24,1999,BS Communications Technology Management,+63 927 508 2670,Globe
389,name390,lastname390,Male,January,21,2000,BS Management Engineering,+63 917 293 6725,Globe
390,name391,lastname391,Female,December,16,2000,BS Management,+63 927 487 4223,Globe
391,name392,lastname392,Male,August,2,1999,BS IT Entrepreneurship,+63 917 763 4974,Globe
392,name393,lastname393,Female,June,28,1998,BS Legal Management,+63 917 793 6625,Globe
393,name394,lastname394,Female,June,13,1999,BS IT Entrepreneurship,+63 927 552 3618,Globe
394,name395,lastname395,Male,January,23,2001,BS Management,+63 917 187 1504,Globe
395,name396,lastname396,Female,September,19,1999,BS Legal Management,+63 917 655 6808,Globe
396,name397,lastname397,Male,January,8,1999,BS Management Engineering,+63 918 441 4937,Smart
397,name398,lastname398,Male,September,2,1999,BS Legal Management,+63 917 807 2225,Globe
398,name399,lastname399,Male,August,25,2001,BS Management,+63 927 589 3638,Globe
399,name400,lastname400,Female,February,9,1999,BS Management,+63 917 785 6859,Globe
400,name401,lastname401,Female,October,3,1998,BS Management,+63 918 593 5046,Smart
401,name402,lastname402,Male,March,4,2001,BS IT Entrepreneurship,+63 918 486 8396,Smart
402,name403,lastname403,Female,June,20,1998,BS IT Entrepreneurship,+63 917 281 9618,Globe
403,name404,lastname404,Male,May,23,1997,BS Communications Technology Management,+63 917 621 8869,Globe
404,name405,lastname405,Male,November,4,1999,BS Management Engineering,+63 927 924 6856,Globe
405,name406,lastname406,Female,December,11,1998,BS Management Engineering,+63 918 184 7364,Smart
406,name407,lastname407,Male,May,17,1998,BS Management,+63 927 794 4417,Globe
407,name408,lastname408,Female,July,17,2001,BS Management,+63 927 472 7168,Globe
408,name409,lastname409,Female,August,1,1997,BS Management Engineering,+63 918 483 2009,Smart
409,name410,lastname410,Male,August,22,1997,BS Communications Technology Management,+63 917 347 8315,Globe
410,name411,lastname411,Male,February,20,1998,BS IT Entrepreneurship,+63 917 881 3071,Globe
411,name412,lastname412,Female,February,10,1999,BS Management,+63 917 681 7070,Globe
412,name413,lastname413,Male,May,9,1997,BS Management Engineering,+63 917 277 3163,Globe
413,name414,lastname414,Male,June,5,2001,BS IT Entrepreneurship,+63 917 367 2247,Globe
414,name415,lastname415,Female,November,15,1999,BS IT Entrepreneurship,+63 927 996 8602,Globe
415,name416,lastname416,Female,May,25,1998,BS Communications Technology Management,+63 917 211 3821,Globe
416,name417,lastname417,Male,June,12,1997,BS Management Engineering,+63 927 137 5483,Globe
417,name418,lastname418,Female,February,22,1998,BS IT Entrepreneurship,+63 927 146 1580,Globe
418,name419,lastname419,Male,February,14,1999,BS Management,+63 917 686 4318,Globe
419,name420,lastname420,Female,May,7,1999,BS Management,+63 918 870 7055,Smart
420,name421,lastname421,Female,June,27,2001,BS Communications Technology Management,+63 917 306 8677,Globe
421,name422,lastname422,Male,July,3,1997,BS Communications Technology Management,+63 927 364 8721,Globe
422,name423,lastname423,Male,September,14,2000,BS Management,+63 917 520 5319,Globe
423,name424,lastname424,Female,April,6,1998,BS Management,+63 918 812 6741,Smart
424,name425,lastname425,Male,April,14,1999,BS Management,+63 918 784 4632,Smart
425,name426,lastname426,Female,March,15,2000,BS Management Engineering,+63 927 103 8881,Globe
426,name427,lastname427,Male,November,13,1997,BS Management,+63 927 869 8588,Globe
427,name428,lastname428,Male,April,19,1998,BS Communications Technology Management,+63 918 373 8418,Smart
428,name429,lastname429,Female,November,10,2001,BS Communications Technology Management,+63 918 313 7865,Smart
429,name430,lastname430,Female,February,5,2001,BS Communications Technology Management,+63 927 804 2579,Globe
430,name431,lastname431,Female,June,5,1998,BS Management Engineering,+63 917 648 3069,Globe
431,name432,lastname432,Female,March,27,2001,BS Communications Technology Management,+63 927 329 1747,Globe
432,name433,lastname433,Male,November,17,1997,BS Management,+63 927 297 9518,Globe
433,name434,lastname434,Male,December,14,1997,BS Management Engineering,+63 927 931 6877,Globe
434,name435,lastname435,Male,August,23,2000,BS IT Entrepreneurship,+63 917 307 2012,Globe
435,name436,lastname436,Male,January,13,1998,BS IT Entrepreneurship,+63 917 243 4142,Globe
436,name437,lastname437,Female,February,28,2001,BS Communications Technology Management,+63 927 116 5889,Globe
437,name438,lastname438,Female,May,24,2000,BS Legal Management,+63 917 746 9784,Globe
438,name439,lastname439,Female,April,13,1998,BS Legal Management,+63 917 228 3833,Globe
439,name440,lastname440,Male,May,14,1997,BS Legal Management,+63 917 896 3614,Globe
440,name441,lastname441,Female,May,28,1999,BS Management Engineering,+63 927 292 9675,Globe
441,name442,lastname442,Female,July,23,1999,BS Communications Technology Management,+63 918 786 1587,Smart
442,name443,lastname443,Male,January,20,1999,BS IT Entrepreneurship,+63 918 315 9445,Smart
443,name444,lastname444,Female,April,16,1999,BS Communications Technology Management,+63 918 185 3883,Smart
444,name445,lastname445,Male,September,23,1997,BS Legal Management,+63 918 133 8176,Smart
445,name446,lastname446,Male,July,16,2000,BS Legal Management,+63 917 158 9222,Globe
446,name447,lastname447,Male,May,26,1998,BS Communications Technology Management,+63 918 777 2751,Smart
447,name448,lastname448,Female,January,23,1998,BS Communications Technology Management,+63 918 407 6344,Smart
448,name449,lastname449,Female,April,26,1997,BS IT Entrepreneurship,+63 918 992 1668,Smart
449,name450,lastname450,Male,March,28,2001,BS Management,+63 918 661 9609,Smart
450,name451,lastname451,Male,March,26,2000,BS Legal Management,+63 918 554 4787,Smart
451,name452,lastname452,Male,December,27,1998,BS Legal Management,+63 927 196 8999,Globe
452,name453,lastname453,Male,October,24,1999,BS IT Entrepreneurship,+63 927 768 6004,Globe
453,name454,lastname454,Male,August,3,1999,BS IT Entrepreneurship,+63 918 563 6928,Smart
454,name455,lastname455,Female,March,4,1999,BS Management Engineering,+63 927 992 1613,Globe
455,name456,lastname456,Female,March,21,2000,BS Management,+63 918 966 5429,Smart
456,name457,lastname457,Female,December,24,1997,BS IT Entrepreneurship,+63 917 950 6481,Globe
457,name458,lastname458,Female,January,11,1998,BS IT Entrepreneurship,+63 927 174 8702,Globe
458,name459,lastname459,Male,January,26,2001,BS IT Entrepreneurship,+63 927 810 5085,Globe
459,name460,lastname460,Male,April,26,1997,BS Legal Management,+63 918 955 5912,Smart
460,name461,lastname461,Female,April,14,1997,BS Communications Technology Management,+63 917 365 4093,Globe
461,name462,lastname462,Female,August,13,2000,BS Legal Management,+63 927 161 4112,Globe
462,name463,lastname463,Female,December,9,2001,BS Management Engineering,+63 927 712 6963,Globe
463,name464,lastname464,Male,January,24,1999,BS Communications Technology Management,+63 918 694 3625,Smart
464,name465,lastname465,Male,February,27,1999,BS Management Engineering,+63 927 221 6429,Globe
465,name466,lastname466,Male,February,5,1997,BS Legal Management,+63 918 380 9040,Smart
466,name467,lastname467,Male,October,26,1999,BS IT Entrepreneurship,+63 917 319 5070,Globe
467,name468,lastname468,Female,June,8,2000,BS Communications Technology Management,+63 918 799 5285,Smart
468,name469,lastname469,Female,August,8,1999,BS IT Entrepreneurship,+63 918 941 5488,Smart
469,name470,lastname470,Male,June,21,1998,BS IT Entrepreneurship,+63 927 534 2876,Globe
470,name471,lastname471,Male,May,24,1999,BS Communications Technology Management,+63 917 908 5006,Globe
471,name472,lastname472,Female,January,28,1999,BS Management Engineering,+63 927 402 4494,Globe
472,name473,lastname473,Female,December,7,1999,BS Management Engineering,+63 918 754 3507,Smart
473,name474,lastname474,Male,November,19,1998,BS Management,+63 927 559 5075,Globe
474,name475,lastname475,Female,September,7,1998,BS IT Entrepreneurship,+63 927 733 7323,Globe
475,name476,lastname476,Female,March,7,1998,BS Management,+63 918 646 3244,Smart
476,name477,lastname477,Male,November,20,2000,BS Management Engineering,+63 917 320 8047,Globe
477,name478,lastname478,Male,August,4,1998,BS Management,+63 917 759 3071,Globe
478,name479,lastname479,Male,May,19,1999,BS Management Engineering,+63 918 870 9843,Smart
479,name480,lastname480,Female,June,3,1997,BS IT Entrepreneurship,+63 927 217 6206,Globe
480,name481,lastname481,Female,August,14,1999,BS Management Engineering,+63 927 861 5556,Globe
481,name482,lastname482,Male,January,20,2000,BS Legal Management,+63 927 545 5153,Globe
482,name483,lastname483,Female,November,17,2000,BS Legal Management,+63 918 373 5268,Smart
483,name484,lastname484,Female,June,10,1998,BS Management,+63 917 200 5708,Globe
484,name485,lastname485,Female,July,3,1997,BS Management Engineering,+63 918 417 2231,Smart
485,name486,lastname486,Male,May,9,1998,BS Management,+63 917 179 4262,Globe
486,name487,lastname487,Female,November,10,1997,BS IT Entrepreneurship,+63 917 695 4286,Globe
487,name488,lastname488,Male,November,16,1998,BS Management Engineering,+63 918 401 8010,Smart
488,name489,lastname489,Male,July,9,1999,BS IT Entrepreneurship,+63 927 710 7161,Globe
489,name490,lastname490,Male,September,2,1997,BS Communications Technology Management,+63 917 894 8484,Globe
490,name491,lastname491,Male,April,20,2001,BS Communications Technology Management,+63 918 221 2946,Smart
